URL,City,Check In,Check Out,Features,Price Per Night,Cleaning Fee,Airbnb Service Fee
https://www.airbnb.com/rooms/699754905252511710?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615336_P3p8M76hSmW1O7c-&previous_page_section_name=1000&federated_search_id=a9131836-6f98-4db5-90f6-e74e5a47bf83,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Dr. Bronners body soap; Hot water; Free washer – In unit; Free dryer – In unit; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Drying rack for clothing; Clothing storage: walk-in closet and closet; Ethernet connection; 60 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, Roku; Books and reading material; Board games; Central air conditioning; Ceiling fan; Central heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Kitchenaid refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; LG electric stove; LG stainless steel single oven; Hot water kettle; Coffee maker; Wine glasses; Toaster; Baking sheet; Blender; Barbecue utensils; Dining table; Coffee; Private entrance; Private patio or balcony; Shared backyard – Not fully fenced; Outdoor furniture; Outdoor dining area; Free parking garage on premises – 2 spaces; Free street parking; Shared outdoor pool - available seasonally, open specific hours; Pets allowed; Long term stays allowed; Self check-in; Keypad; Unavailable: Exterior security cameras on property
Exterior security cameras on property",2275.0,150.0,258.0
https://www.airbnb.com/rooms/1224830016997290482?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1976575862&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615336_P3gJB0puLx5FDe4N&previous_page_section_name=1000&federated_search_id=a9131836-6f98-4db5-90f6-e74e5a47bf83,"Austin, TX",2024-11-01,2024-11-30,Bathtub; Shampoo; Conditioner; Body soap; Hot water; Washer; Dryer; Essentials; Hangers; Bed linens; Iron; TV; Air conditioning; Heating; Lock on bedroom door; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Stove; Oven; Coffee maker; Patio or balcony; Backyard; Free parking on premises; Pool; Smoking allowed; Self check-in; Keypad,914.0,40.0,101.0
https://www.airbnb.com/rooms/35801269?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615336_P3bm2MW5f8fh-Wis&previous_page_section_name=1000&federated_search_id=a9131836-6f98-4db5-90f6-e74e5a47bf83,"Austin, TX",2024-11-01,2024-11-30,Hair dryer; Hot water; Free washer – In building; Dryer; Essentials; Hangers; Iron; HDTV with Amazon Prime Video; AC - split type ductless system; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Coffee maker; Free parking on premises; Free street parking; Pets allowed; Self check-in; Lockbox; Host greets you,2339.0,60.0,255.0
https://www.airbnb.com/rooms/844775289685472816?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1616096904&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615341_P30T3_ZsFjg_whBk&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Free washer – In building; Free dryer – In building; Central air conditioning; Indoor fireplace; Heating; Lock on bedroom door; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Cooking basics; Dishes and silverware; Coffee maker; Shared patio or balcony; Private backyard – Fully fenced; Free parking on premises; Self check-in; Smart lock; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: TV
TV; Unavailable: Essentials
Essentials; Unavailable: Hot water
Hot water",812.0,50.0,92.0
https://www.airbnb.com/rooms/921823946273830259?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1688720460&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3IiV_G6_D6lR_Eg&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Washer; Dryer; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Drying rack for clothing; Clothing storage; TV; Piano; Sound system; Exercise equipment; Books and reading material; Air conditioning; Ceiling fan; Portable fans; Heating; Smoke alarm; Carbon monoxide alarm; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Stove; Oven; Hot water kettle; Coffee maker; Wine glasses; Toaster; Baking sheet; Rice maker; Barbecue utensils; Dining table; Coffee; Private backyard – Fully fenced; Outdoor furniture; Outdoor dining area; BBQ grill; Free parking on premises; Self check-in; Smart lock; Unavailable: Lock on bedroom door
Lock on bedroom door; Unavailable: Exterior security cameras on property
Exterior security cameras on property",1467.0,100.0,166.0
https://www.airbnb.com/rooms/50268159?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1302559547&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3WQekprrexeMM34&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hot water; Washer; Dryer; Essentials; Bed linens; TV; Pack ’n play/Travel crib; Air conditioning; Portable fans; Heating; Lock on bedroom door; Smoke alarm; Fire extinguisher; Wifi; Dedicated workspace; Kitchen; Whirlpool refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Whirlpool stainless steel oven; Coffee maker; Toaster; Trash compactor; Dining table; Resort access; Shared patio or balcony; Backyard; Outdoor furniture; Outdoor dining area; Free parking on premises; Free street parking; Shared pool; Shared hot tub; Gym; Single level home; Long term stays allowed; Cleaning available during stay; Unavailable: Carbon monoxide alarm
Carbon monoxide alarm",916.0,,97.0
https://www.airbnb.com/rooms/1165854?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3iIrMu4jLdd1xYF&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Garden view; Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Washer; Dryer; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Drying rack for clothing; Clothing storage: walk-in closet; 32 inch HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, Roku, DVD player; Record player; Central air conditioning; Ceiling fan; Portable fans; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Gas stove; Oven; Coffee maker: Keurig coffee machine, pour-over coffee; Wine glasses; Toaster; Baking sheet; Rice maker; Barbecue utensils; Dining table; Lake access; Private entrance; Private patio or balcony; Private backyard – Not fully fenced; Fire pit; Outdoor furniture; Outdoor dining area; BBQ grill; Bikes; Free parking on premises; Free street parking; Single level home; Luggage dropoff allowed; Long term stays allowed; Self check-in; Lockbox; Unavailable: Exterior security cameras on property
Exterior security cameras on property",2276.0,120.0,254.0
https://www.airbnb.com/rooms/793572158141909784?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3lwB-cHK7zjsahv&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Free washer – In building; Free dryer – In building; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Clothing storage: closet; TV; Central air conditioning; Portable fans; Central heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Freezer; Cuisinart stainless steel electric stove; Coffee maker: drip coffee maker; Wine glasses; Coffee; Private entrance; Private patio or balcony; Free parking on premises; Free street parking; Single level home; Luggage dropoff allowed; Long term stays allowed; Self check-in; Keypad; Unavailable: Exterior security cameras on property
Exterior security cameras on property",1586.0,25.0,171.0
https://www.airbnb.com/rooms/816154914841030048?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P34v93brlZHZ0adI&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Cleaning products; Tresseme shampoo; Tresseme conditioner; Costco body soap; Hot water; Free washer – In building; Free dryer – In building; Essentials; Bed linens; Room-darkening shades; Iron; Clothing storage; Ethernet connection; 32 inch HDTV with Netflix; Children’s dinnerware; Window AC unit; Ceiling fan; Portable fans; Heating; Smoke alarm; Carbon monoxide alarm; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Specialized for a Tiny home single oven; Hot water kettle; Coffee maker; Wine glasses; Toaster; Baking sheet; Blender; Rice maker; Barbecue utensils; Dining table; Coffee; Private patio or balcony; Private backyard – Fully fenced; Outdoor furniture; Hammock; Outdoor dining area; BBQ grill; Kayak; Free parking on premises; Free street parking; Single level home; Pets allowed; Luggage dropoff allowed; Long term stays allowed; Self check-in; Keypad; Unavailable: Exterior security cameras on property
Exterior security cameras on property",2339.0,100.0,
https://www.airbnb.com/rooms/28466469?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=577746087&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3dYMQfwOhZO2L4L&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Park view; Bathtub; Hair dryer; Shampoo; Hot water; Washer; Dryer; Essentials; Hangers; TV; Children’s books and toys; Fireplace guards; Window guards; Air conditioning; Indoor fireplace; Heating; Smoke alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Dishes and silverware; Coffee maker; Outdoor furniture; Outdoor dining area; Free parking on premises; Luggage dropoff allowed; Long term stays allowed; Self check-in; Lockbox; Unavailable: Lock on bedroom door
Lock on bedroom door; Unavailable: Carbon monoxide alarm
Carbon monoxide alarm",900.0,30.0,99.0
https://www.airbnb.com/rooms/849299819378415894?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3fGfvhtireQUjeR&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Garden view; River view; Canal view; Hair dryer; Cleaning products; Kirkland shampoo; Kirkland body soap; Outdoor shower; Essentials; Hangers; Bed linens; Iron; Window AC unit; Portable fans; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Fast wifi – 322 Mbps; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Induction stove; Hot water kettle; Coffee maker; Wine glasses; Toaster; Dining table; Coffee; Private entrance; Laundromat nearby; Private patio or balcony; Private backyard – Fully fenced; Outdoor furniture; Sun loungers; Free parking on premises; Free street parking; Single level home; Pets allowed; Luggage dropoff allowed; Long term stays allowed; Cleaning available during stay; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: TV
TV; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer; Unavailable: Hot water
Hot water",1908.0,55.0,208.0
https://www.airbnb.com/rooms/706738666931680487?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3ToG1vO89irS1gL&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Essentials; Bed linens; Extra pillows and blankets; Iron; Clothing storage; Air conditioning; Portable heater; Smoke alarm; Carbon monoxide alarm; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Freezer; Hot water kettle; Coffee maker; Wine glasses; Toaster; Dining table; Private entrance; Laundromat nearby; Private patio or balcony; Backyard - Fully fenced; Outdoor furniture; Outdoor dining area; Free parking on premises; Free street parking; Single level home; Long term stays allowed; Self check-in; Keypad; Cleaning available during stay; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: TV
TV; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",1688.0,75.0,187.0
https://www.airbnb.com/rooms/752701138503761497?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3GHy147RCMb87P2&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Garden view; Bathtub; Hair dryer; Cleaning products; Hot water; Free washer – In unit; Free dryer – In unit; Essentials; Hangers; Bed linens; Room-darkening shades; Iron; Clothing storage: closet and dresser; 55 inch HDTV with Amazon Prime Video; Central air conditioning; Ceiling fan; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Gas stove; Stainless steel single oven; Hot water kettle; Coffee maker; Wine glasses; Toaster; Baking sheet; Dining table; Private entrance; Laundromat nearby; Private patio or balcony; Backyard; Outdoor furniture; Outdoor dining area; Free parking on premises; Free street parking; Single level home; Pets allowed; Long term stays allowed; Self check-in; Keypad; Cleaning available during stay; Unavailable: Exterior security cameras on property
Exterior security cameras on property",2788.0,100.0,307.0
https://www.airbnb.com/rooms/46086789?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3n1-3R0_qUpkKX0&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Garden view; Pool view; Courtyard view; Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Free washer – In building; Free dryer – In building; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Drying rack for clothing; Clothing storage: wardrobe; Ethernet connection; 32 inch HDTV with Netflix; Sound system; Board games; AC - split type ductless system; Ceiling fan; Portable fans; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Fast wifi – 365 Mbps; Dedicated workspace; Pocket wifi; Kitchen; We offer a full size refrigerator and freezer. refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Stainless steel electric stove; Oven; Coffee maker: Keurig coffee machine; Wine glasses; Toaster; Baking sheet; Blender; Barbecue utensils; Dining table; Coffee; Private entrance; Laundromat nearby; Private patio or balcony; Shared backyard – Not fully fenced; Fire pit; Outdoor furniture; Hammock; Outdoor dining area; Shared outdoor kitchen; BBQ grill; Sun loungers; Free parking on premises; Shared outdoor pool - available all year, open 24 hours, heated, pool toys; Shared hot tub; Single level home; Luggage dropoff allowed; Unavailable: Exterior security cameras on property
Exterior security cameras on property",1984.0,76.0,219.0
https://www.airbnb.com/rooms/1015117520760940417?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3UHZpaWV1PWLdkk&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Cleaning products; Hot water; Washer; Dryer; Essentials; Hangers; Bed linens; Clothing storage: closet; TV; Air conditioning; Ceiling fan; Heating; Exterior security cameras on property; Smoke alarm; Fire extinguisher; Wifi; Dedicated workspace; Refrigerator; Microwave; Dishes and silverware; Induction stove; Kitchenette; Dining table; Private entrance; Private backyard; Outdoor dining area; Free parking on premises; Single level home; Long term stays allowed; Self check-in; Smart lock; Unavailable: Kitchen
Kitchen; Unavailable: Carbon monoxide alarm
Carbon monoxide alarm",1508.0,99.0,171.0
https://www.airbnb.com/rooms/23329976?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3_BQ542menyFOx_&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,Hair dryer; Shampoo; Hot water; Free washer – In unit; Free dryer – In unit; Essentials; Hangers; Bed linens; Extra pillows and blankets; Iron; 50 inch HDTV with Roku; Central air conditioning; Heating; Smoke alarm; Carbon monoxide alarm; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Stove; Oven; Coffee maker; Private entrance; Private patio or balcony; Free parking on premises; Free street parking; Shared pool; Shared hot tub; Pets allowed; Long term stays allowed; Self check-in; Keypad,2153.0,80.0,237.0
https://www.airbnb.com/rooms/813709?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3VPgy00G4f_Tsej&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Hair dryer; Cleaning products; Shampoo; Conditioner; Bar Soap body soap; Hot water; Free washer – In building; Free dryer – In building; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Clothing storage: walk-in closet; 32 inch HDTV with Chromecast, standard cable; Books and reading material; Window AC unit; Ceiling fan; Heating; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; Fast wifi – 563 Mbps; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Other electric stove; Oven; Coffee maker: drip coffee maker; Wine glasses; Toaster; Coffee; Private entrance; Free driveway parking on premises – 1 space; Free street parking; Single level home; Luggage dropoff allowed; Long term stays allowed; Self check-in; Keypad",1923.0,70.0,212.0
https://www.airbnb.com/rooms/1223170471065175766?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3aC6u3VX7j88gPG&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Shower gel; Washer; Dryer; Essentials; Hangers; Bed linens; Iron; TV; Air conditioning; Heating; Smoke alarm; Carbon monoxide alarm; Wifi; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Stove; Oven; Coffee maker; Dining table; Pool; Elevator; Gym; Long term stays allowed; Self check-in; Lockbox; Unavailable: Private entrance
Private entrance",2726.0,89.0,299.0
https://www.airbnb.com/rooms/820440673833036554?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1581950945&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3TJzyv9iddB9C-F&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Cleaning products; Washer; Free dryer – In unit; Bed linens; Extra pillows and blankets; Iron; Drying rack for clothing; TV; Record player; Sonos sound system; Pool table; Air conditioning; Ceiling fan; Lock on bedroom door; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Stainless steel oven; Coffee maker: Nespresso; Barbecue utensils; Dining table; Fire pit; BBQ grill; Free parking on premises; Free street parking; Unavailable: Essentials
Essentials; Unavailable: Heating
Heating; Unavailable: Hot water
Hot water",1160.0,,123.0
https://www.airbnb.com/rooms/20871331?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3zL1kQieUqfsSQ3&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Free washer – In unit; Free dryer – In unit; Essentials; Hangers; Bed linens; Extra pillows and blankets; Iron; 43 inch HDTV with Roku; Crib; Central air conditioning; Ceiling fan; Heating; Smoke alarm; Carbon monoxide alarm; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Stove; Oven; Hot water kettle; Coffee maker; Wine glasses; Toaster; Baking sheet; Blender; Dining table; Coffee; Private entrance; Private patio or balcony; Free parking on premises; Free street parking; Pets allowed; Long term stays allowed; Self check-in; Keypad; Unavailable: Exterior security cameras on property
Exterior security cameras on property",2793.0,250.0,323.0
https://www.airbnb.com/rooms/50523294?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615342_P3oWI7OWgES6EUrN&previous_page_section_name=1000&federated_search_id=db1e3d25-ce0c-428f-b3d4-f587f83e7919,"Austin, TX",2024-11-01,2024-11-30,"Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Essentials; Hangers; Bed linens; Extra pillows and blankets; Iron; Clothing storage: closet; TV; Record player; Bluetooth sound system; Air conditioning; Ceiling fan; Central heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Freezer; Hot water kettle; Coffee maker: french press; Wine glasses; Toaster; Dining table; Private entrance; Laundromat nearby; Shared patio or balcony; Private backyard – Fully fenced; Outdoor furniture; Free parking on premises; Free street parking; Single level home; Pets allowed; Long term stays allowed; Self check-in; Keypad; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",2121.0,115.0,237.0
https://www.airbnb.com/rooms/857525669076168388?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615347_P3wkVutV1m3SUsns&previous_page_section_name=1000&federated_search_id=75c4c1f9-d6ad-4a03-90ef-51599e45e3ac,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Shampoo; Conditioner; Body soap; Hot water; Washer; Dryer; Essentials; Hangers; Bed linens; Iron; Clothing storage; Ethernet connection; TV; Exercise equipment; Air conditioning; Ceiling fan; Heating; Smoke alarm; Fire extinguisher; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Stove; Oven; Coffee maker; Baking sheet; Dining table; Private entrance; Free parking on premises; Pool; Elevator; Single level home; Long term stays allowed; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: Carbon monoxide alarm
Carbon monoxide alarm",2436.0,55.0,264.0
https://www.airbnb.com/rooms/634768217847813866?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615348_P3fBeT354ff5gErc&previous_page_section_name=1000&federated_search_id=75c4c1f9-d6ad-4a03-90ef-51599e45e3ac,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Washer; Dryer; Essentials; Hangers; Bed linens; TV; Exercise equipment; Air conditioning; Heating; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Gas stove; Oven; Coffee maker; Toaster; Private patio or balcony; Private backyard – Fully fenced; Fire pit; Outdoor dining area; BBQ grill; Free parking on premises; Private outdoor pool - available seasonally, open 24 hours, pool toys; Single level home; Self check-in; Keypad",3025.0,200.0,342.0
https://www.airbnb.com/rooms/41982896?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615348_P34KiY-NyZP1TUSY&previous_page_section_name=1000&federated_search_id=75c4c1f9-d6ad-4a03-90ef-51599e45e3ac,"Austin, TX",2024-11-01,2024-11-30,Bathtub; Hair dryer; Shampoo; Hot water; Free washer – In building; Free dryer – In building; Essentials; Hangers; Room-darkening shades; Iron; TV; Crib; Pack ’n play/Travel crib; Children’s books and toys; High chair; Children’s dinnerware; Changing table; Air conditioning; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Stainless steel gas stove; Oven; Coffee maker; Private entrance; Backyard; Free parking on premises; Free street parking; Single level home; Pets allowed; Long term stays allowed; Self check-in; Keypad,3154.0,100.0,346.0
https://www.airbnb.com/rooms/542124?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1181900013&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615348_P3XMJGJqT3Kt7sBG&previous_page_section_name=1000&federated_search_id=75c4c1f9-d6ad-4a03-90ef-51599e45e3ac,"Austin, TX",2024-11-01,2024-11-30,"Bathtub; Hair dryer; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Free washer – In building; Dryer; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Clothing storage: wardrobe; 40 inch TV; Central air conditioning; Ceiling fan; Portable fans; Heating; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fast wifi – 62 Mbps; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Stove; Oven; Hot water kettle; Coffee maker; Wine glasses; Toaster; Baking sheet; Blender; Rice maker; Barbecue utensils; Dining table; Coffee; Bread maker; Shared patio or balcony; Shared backyard – Not fully fenced; Fire pit; Outdoor furniture; Outdoor dining area; BBQ grill; Bikes; Free street parking; Single level home; Luggage dropoff allowed; Long term stays allowed; Self check-in; Keypad; Unavailable: Lock on bedroom door
Lock on bedroom door",1705.0,120.0,194.0
https://www.airbnb.com/rooms/1005879262629114620?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-30&source_impression_id=p3_1728615348_P3TQEyO8ytheCTRd&previous_page_section_name=1000&federated_search_id=75c4c1f9-d6ad-4a03-90ef-51599e45e3ac,"Austin, TX",2024-11-01,2024-11-30,"Free washer; TV; Air conditioning; Smoke alarm; Fire extinguisher; Wifi; Kitchen; Free parking on premises; Pool; Pets allowed; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: Dryer
Dryer; Unavailable: Essentials
Essentials; Unavailable: Carbon monoxide alarm
Carbon monoxide alarm; Unavailable: Heating
Heating; Unavailable: Hot water
Hot water",4270.0,150.0,469.0
